filepath,filename,extension,size_kb,size_mb,album,artist,last_modified,type,format
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard_Symphony_Scraps2_(Remastered).mp3,Junkyard_Symphony_Scraps2_(Remastered).mp3,.mp3,4489.48,4.38,Junkyard_Symphony_Scraps2_(Remastered).mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony 15_311.mp3,Junkyard Symphony 15_311.mp3,.mp3,4491.56,4.39,Junkyard Symphony 15_311.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony 9_347.mp3,Junkyard Symphony 9_347.mp3,.mp3,5342.71,5.22,Junkyard Symphony 9_347.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony 14_311.mp3,Junkyard Symphony 14_311.mp3,.mp3,4491.5,4.39,Junkyard Symphony 14_311.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard_Symphony_Scraps_Remastered.mp3,Junkyard_Symphony_Scraps_Remastered.mp3,.mp3,4489.36,4.38,Junkyard_Symphony_Scraps_Remastered.mp3,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony 21_239.mp3,Junkyard Symphony 21_239.mp3,.mp3,3729.37,3.64,Junkyard Symphony 21_239.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony 6_400.mp3,Junkyard Symphony 6_400.mp3,.mp3,5633.01,5.5,Junkyard Symphony 6_400.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony _ [Remastered] 2_311.mp3,Junkyard Symphony _ [Remastered] 2_311.mp3,.mp3,4489.48,4.38,Junkyard Symphony _ [Remastered] 2_311.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Junkyard_Symphony/Junkyard Symphony 4_259.mp3,Junkyard Symphony 4_259.mp3,.mp3,4209.47,4.11,Junkyard Symphony 4_259.mp3,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/In_The_Hollow/In_The_Hollow239_dup1.mp3,In_The_Hollow239_dup1.mp3,.mp3,3925.43,3.83,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/In_The_Hollow/In_The_Hollow156-pt2.mp3,In_The_Hollow156-pt2.mp3,.mp3,2851.19,2.78,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/The_Enchanted_Children/The_Enchanted_Children.mp3,The_Enchanted_Children.mp3,.mp3,5739.63,5.61,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/The_Enchanted_Children/The_Enchanted_Children_Remix.mp3,The_Enchanted_Children_Remix.mp3,.mp3,4362.18,4.26,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Shadow_Messages/Shadows_Purge_-flutey402.mp3,Shadows_Purge_-flutey402.mp3,.mp3,5645.39,5.51,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Shadow_Messages/Shadows_Purge_Andean_Baile_Funk_409.mp3,Shadows_Purge_Andean_Baile_Funk_409.mp3,.mp3,5783.81,5.65,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Shadow_Messages/Darkest.mp3,Darkest.mp3,.mp3,2810.29,2.74,Unknown,AvatarArts,2025-11-05,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Shadow_Messages/Shadow Messages.mp3,Shadow Messages.mp3,.mp3,3669.17,3.58,Unknown,AvatarArts,2025-11-04,Audio,MP3
Library/Mobile Documents/com~apple~CloudDocs/nocTurneMeLoDieS/Shadow_Messages/Shadows on the Horizon_1.mp3,Shadows on the Horizon_1.mp3,.mp3,4386.41,4.28,Unknown,AvatarArts,2025-11-04,Audio,MP3
