filepath,filename,extension,size_kb,size_mb,album,artist,last_modified,type,format
Music/Loose_MP3s/Darlin'_I.mp3,Darlin'_I.mp3,.mp3,3567.75,3.48,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Kina_Grannis_-_Can’t_Help_Falling_In_Love.mp3,Kina_Grannis_-_Can’t_Help_Falling_In_Love.mp3,.mp3,6422.91,6.27,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Around_The_World_In_A_Tea_Daze.mp3,Around_The_World_In_A_Tea_Daze.mp3,.mp3,10701.84,10.45,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Wake_Up.mp3,Wake_Up.mp3,.mp3,4756.11,4.64,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Hook.mp3,Hook.mp3,.mp3,9094.4,8.88,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Itchy.mp3,Itchy.mp3,.mp3,2241.31,2.19,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Death_Of_Me.mp3,Death_Of_Me.mp3,.mp3,2825.13,2.76,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Cuddler2.mp3,Cuddler2.mp3,.mp3,1174.18,1.15,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Micro_-_Machines.mp3,Micro_-_Machines.mp3,.mp3,1172.73,1.15,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Boardwalks.mp3,Boardwalks.mp3,.mp3,6353.98,6.21,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_A_Mirror_Sitting.mp3,Sad_Violin_Music_-_A_Mirror_Sitting.mp3,.mp3,4770.83,4.66,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Mess_Me_-_Sober.mp3,Mess_Me_-_Sober.mp3,.mp3,2139.09,2.09,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Tony_Lucca_-_All_up_in_Your_Place.mp3,Tony_Lucca_-_All_up_in_Your_Place.mp3,.mp3,3812.5,3.72,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Chicago.mp3,Chicago.mp3,.mp3,5113.74,4.99,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Kalya_Scintilla_-_Light_Of_The_North.mp3,Kalya_Scintilla_-_Light_Of_The_North.mp3,.mp3,5236.01,5.11,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Binaural_-_Zooming_Brown_Noise_Bass.mp3,Binaural_-_Zooming_Brown_Noise_Bass.mp3,.mp3,1888.29,1.84,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Frykerud.mp3,Frykerud.mp3,.mp3,4983.04,4.87,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Chocoxina_-_Bad_Poetry_(Original_Song).mp3,Chocoxina_-_Bad_Poetry_(Original_Song).mp3,.mp3,3630.15,3.55,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Arsh_-_Default.mp3,Arsh_-_Default.mp3,.mp3,1300.73,1.27,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Boyce_Avenue_feat._Megan_Davies_&_Jaclyn_Davies_-_Time_After_Time.mp3,Boyce_Avenue_feat._Megan_Davies_&_Jaclyn_Davies_-_Time_After_Time.mp3,.mp3,3593.25,3.51,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/The_Medicine_Box_-_Leave_a_Message.mp3,The_Medicine_Box_-_Leave_a_Message.mp3,.mp3,3477.95,3.4,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/In_Your_Gravity_(Official_Video)_-_Megan_Davies_&_Jeffrey_James.mp3,In_Your_Gravity_(Official_Video)_-_Megan_Davies_&_Jeffrey_James.mp3,.mp3,3733.91,3.65,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/House.mp3,House.mp3,.mp3,4943.78,4.83,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Girls_Like_You.mp3,Girls_Like_You.mp3,.mp3,2985.89,2.92,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_Heliotrope.mp3,Sad_Violin_Music_-_Heliotrope.mp3,.mp3,4801.1,4.69,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Megan_Davies_&_Alex_Goot_-_Under_the_Bridge_Megan_Davies_&_Alex_Goot.mp3,Megan_Davies_&_Alex_Goot_-_Under_the_Bridge_Megan_Davies_&_Alex_Goot.mp3,.mp3,3877.15,3.79,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/A_Fire_Burns_For_Freedom.mp3,A_Fire_Burns_For_Freedom.mp3,.mp3,3243.88,3.17,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/New_Day.mp3,New_Day.mp3,.mp3,4544.08,4.44,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Get_Down.mp3,Get_Down.mp3,.mp3,3806.45,3.72,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/J-Zone_-_Gimme.mp3,J-Zone_-_Gimme.mp3,.mp3,3233.73,3.16,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Sex_On_Fire.mp3,Sex_On_Fire.mp3,.mp3,6685.17,6.53,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Too_Good_At_Goodbyes.mp3,Too_Good_At_Goodbyes.mp3,.mp3,4041.14,3.95,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Astrix_-_Deep_Jungle_Walk.mp3,Astrix_-_Deep_Jungle_Walk.mp3,.mp3,8856.24,8.65,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Stories_-_Still_Got_Time_There's_Nothing_Holdin'_Me_Back_(_Mashup).mp3,Stories_-_Still_Got_Time_There's_Nothing_Holdin'_Me_Back_(_Mashup).mp3,.mp3,3222.59,3.15,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/All_I_Ever_Want_Is_You.mp3,All_I_Ever_Want_Is_You.mp3,.mp3,3571.74,3.49,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Mp3 - Cursedcamer.mp3,Mp3 - Cursedcamer.mp3,.mp3,884.88,0.86,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Caamp_-_Vagabond.mp3,Caamp_-_Vagabond.mp3,.mp3,2052.83,2.0,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/White_Walls_Can't_Hold_Us_Same_Love_Thrift_Shop_(_Mashup).mp3,White_Walls_Can't_Hold_Us_Same_Love_Thrift_Shop_(_Mashup).mp3,.mp3,4412.71,4.31,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/One_Man_-_Lauv.mp3,One_Man_-_Lauv.mp3,.mp3,3560.16,3.48,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Astrix_-_Alien_Turned_Human.mp3,Astrix_-_Alien_Turned_Human.mp3,.mp3,1954.69,1.91,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/The Locket of Lament-F - This Mystical Am 1.mp3,The Locket of Lament-F - This Mystical Am 1.mp3,.mp3,542.41,0.53,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Bob_James_-_The_Fight_Where_Is_the_Love_(Mashup).mp3,Bob_James_-_The_Fight_Where_Is_the_Love_(Mashup).mp3,.mp3,3290.82,3.21,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
"Music/Loose_MP3s/Harry_Styles_-_Harry_Styles_by_Megan_Davies,_Jaclyn_Davies_&_Jonah_Baker.mp3","Harry_Styles_-_Harry_Styles_by_Megan_Davies,_Jaclyn_Davies_&_Jonah_Baker.mp3",.mp3,3425.37,3.35,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Rebecca_Romijn_-_Connect_To_Your_Truth.mp3,Rebecca_Romijn_-_Connect_To_Your_Truth.mp3,.mp3,1841.37,1.8,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Right_Me_Up.mp3,Right_Me_Up.mp3,.mp3,7927.48,7.74,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Restless_And_Willing.mp3,Restless_And_Willing.mp3,.mp3,4492.1,4.39,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Epic_Unease.mp3,Epic_Unease.mp3,.mp3,1474.79,1.44,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/TESK_-_Lego.mp3,TESK_-_Lego.mp3,.mp3,2214.72,2.16,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Doesn't_Matter.mp3,Doesn't_Matter.mp3,.mp3,3348.77,3.27,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Yuve_Yuve_Yu.mp3,Yuve_Yuve_Yu.mp3,.mp3,8313.48,8.12,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Flip_&_Fill_-_I_Wanna_Dance_With_Somebody.mp3,Flip_&_Fill_-_I_Wanna_Dance_With_Somebody.mp3,.mp3,4319.15,4.22,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Delay.mp3,Delay.mp3,.mp3,3516.71,3.43,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Movies - Vid1.mp3,Movies - Vid1.mp3,.mp3,1160.59,1.13,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Project2025 - Thenewapostolicreformation Athreat20250131.mp3,Project2025 - Thenewapostolicreformation Athreat20250131.mp3,.mp3,5836.56,5.7,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Ben_Abraham_-_Song_Beneath_The_Song.mp3,Ben_Abraham_-_Song_Beneath_The_Song.mp3,.mp3,6056.86,5.91,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Our_Eyes_(Sephira_Remix).mp3,Our_Eyes_(Sephira_Remix).mp3,.mp3,10519.89,10.27,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Astrix_-_Sapana_(Album_Version).mp3,Astrix_-_Sapana_(Album_Version).mp3,.mp3,8262.78,8.07,Astrix_-_Sapana_(Album_Version).mp3,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/The_Rise_and_Fall_of_Wolsey_and_Cromwell_2024-02-16.mp3,The_Rise_and_Fall_of_Wolsey_and_Cromwell_2024-02-16.mp3,.mp3,4845.19,4.73,Unknown,Loose_MP3s,2025-09-12,Audio,MP3
Music/Loose_MP3s/Just_A_Lie.mp3,Just_A_Lie.mp3,.mp3,3804.62,3.72,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Violin_Version_-_Fall_Asleep.mp3,Violin_Version_-_Fall_Asleep.mp3,.mp3,2294.92,2.24,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/HAND_HABBIT.mp3,HAND_HABBIT.mp3,.mp3,3642.04,3.56,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Phi_Fibonacchi_and_Love_of_Self.mp3,Phi_Fibonacchi_and_Love_of_Self.mp3,.mp3,2000.52,1.95,Unknown,Loose_MP3s,2025-09-12,Audio,MP3
Music/Loose_MP3s/SEA_CHANGE.mp3,SEA_CHANGE.mp3,.mp3,1919.72,1.87,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Avatar Arts - How a Book Changed America.mp3,Avatar Arts - How a Book Changed America.mp3,.mp3,694.6,0.68,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Take_A_Ride.mp3,Take_A_Ride.mp3,.mp3,3662.42,3.58,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Trevor_Hall_-_You_Can't_Rush_Your_Healing.mp3,Trevor_Hall_-_You_Can't_Rush_Your_Healing.mp3,.mp3,5565.42,5.43,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Chops.mp3,Chops.mp3,.mp3,97.81,0.1,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_01_Theatralic_Mood_for_Solo_Violin_Scenes.mp3,Sad_Violin_Music_-_01_Theatralic_Mood_for_Solo_Violin_Scenes.mp3,.mp3,3512.28,3.43,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/As the Clock - S Hands Join 1.mp3,As the Clock - S Hands Join 1.mp3,.mp3,656.43,0.64,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Our_Hero_Begins_Their_Jou_4.mp3,Our_Hero_Begins_Their_Jou_4.mp3,.mp3,1197.29,1.17,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/575_Florida_St_2.mp3,575_Florida_St_2.mp3,.mp3,889.21,0.87,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Marmoris_-_Dyeo.mp3,Marmoris_-_Dyeo.mp3,.mp3,9276.83,9.06,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Rebecca_Romijn_-_Keeping_Secrets.mp3,Rebecca_Romijn_-_Keeping_Secrets.mp3,.mp3,4035.77,3.94,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Unfurling.mp3,Unfurling.mp3,.mp3,1062.26,1.04,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_We_Move_Lightly.mp3,Sad_Violin_Music_-_We_Move_Lightly.mp3,.mp3,3862.68,3.77,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Goodbye_Yellow_Brick_Road.mp3,Goodbye_Yellow_Brick_Road.mp3,.mp3,6442.13,6.29,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Anson_Mount_-_We_Are_One.mp3,Anson_Mount_-_We_Are_One.mp3,.mp3,4126.62,4.03,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_Hopeless.mp3,Sad_Violin_Music_-_Hopeless.mp3,.mp3,4770.8,4.66,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Marmoris_-_Dye_O.mp3,Marmoris_-_Dye_O.mp3,.mp3,7046.09,6.88,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Mystic World - Fighters.mp3,Mystic World - Fighters.mp3,.mp3,509.12,0.5,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Calvin_Harris.mp3,Calvin_Harris.mp3,.mp3,3657.72,3.57,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/His_Highness'_Theme.mp3,His_Highness'_Theme.mp3,.mp3,4249.5,4.15,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Rufus_Wainwright_-_Over_The_Rainbow.mp3,Rufus_Wainwright_-_Over_The_Rainbow.mp3,.mp3,8040.4,7.85,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Mp3 - Krampus.mp3,Mp3 - Krampus.mp3,.mp3,519.75,0.51,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/The_Medicine_Box_-_Higher_Vibration.mp3,The_Medicine_Box_-_Higher_Vibration.mp3,.mp3,5915.83,5.78,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Silent_-_Aiyo_224.mp3,Silent_-_Aiyo_224.mp3,.mp3,2262.6,2.21,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_A_Thousand_Dreams.mp3,Sad_Violin_Music_-_A_Thousand_Dreams.mp3,.mp3,4770.82,4.66,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Ukelele_Blue.mp3,Ukelele_Blue.mp3,.mp3,110.21,0.11,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Metallica.mp3,Metallica.mp3,.mp3,9805.97,9.58,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Towa_Tei_-_KASEY.mp3,Towa_Tei_-_KASEY.mp3,.mp3,4587.95,4.48,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Dumpster_Fire_Happy_Hour__A_TrashCat_Tal_2024-01-28.mp3,Dumpster_Fire_Happy_Hour__A_TrashCat_Tal_2024-01-28.mp3,.mp3,1728.19,1.69,Unknown,Loose_MP3s,2025-09-12,Audio,MP3
Music/Loose_MP3s/TESK_-_With_You.mp3,TESK_-_With_You.mp3,.mp3,3097.36,3.02,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
"Music/Loose_MP3s/Epstein’s_Emails_Exposed_Secrets,_Lies_&_the_Digital_Ghost.mp3","Epstein’s_Emails_Exposed_Secrets,_Lies_&_the_Digital_Ghost.mp3",.mp3,12281.49,11.99,Unknown,Loose_MP3s,2025-09-12,Audio,MP3
Music/Loose_MP3s/210530_1747.mp3,210530_1747.mp3,.mp3,988.62,0.97,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Mit-Rich_-_Hip-Hop.mp3,Mit-Rich_-_Hip-Hop.mp3,.mp3,2417.0,2.36,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Of_Him_I_Love_Both_Day_And_Night.mp3,Of_Him_I_Love_Both_Day_And_Night.mp3,.mp3,1327.06,1.3,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/TESK_-_Tell_Me.mp3,TESK_-_Tell_Me.mp3,.mp3,1581.59,1.54,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/COINCIDENCE.mp3,COINCIDENCE.mp3,.mp3,3002.85,2.93,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Your_Gravity.mp3,Your_Gravity.mp3,.mp3,3029.51,2.96,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Marry_the_Night_-_Lawson.mp3,Marry_the_Night_-_Lawson.mp3,.mp3,2945.1,2.88,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Super_Crooks_OP_ALPHA_-_TOWA_TEI_with_Taprikk_Sweezee_Netflix_Anime_6Sby8-UDIa4.mp3,Super_Crooks_OP_ALPHA_-_TOWA_TEI_with_Taprikk_Sweezee_Netflix_Anime_6Sby8-UDIa4.mp3,.mp3,4316.76,4.22,Unknown,Loose_MP3s,2025-11-05,Audio,MP3
Music/Loose_MP3s/Christina_Chong_-_How_Would_That_Feel.mp3,Christina_Chong_-_How_Would_That_Feel.mp3,.mp3,4255.38,4.16,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Richard_Jacques_-_Act_Clear!.mp3,Richard_Jacques_-_Act_Clear!.mp3,.mp3,130.66,0.13,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Mbandi_-_Blank_SpaceJealous_(_Mashup).mp3,Mbandi_-_Blank_SpaceJealous_(_Mashup).mp3,.mp3,4468.3,4.36,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Your_Song.mp3,Your_Song.mp3,.mp3,10148.82,9.91,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Saturdays.mp3,Saturdays.mp3,.mp3,6591.74,6.44,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Meeso_-_Caravan_Word_414.mp3,Meeso_-_Caravan_Word_414.mp3,.mp3,6063.28,5.92,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Lady_Gaga_-_Always_Remember_Us_This_Way.mp3,Lady_Gaga_-_Always_Remember_Us_This_Way.mp3,.mp3,3364.11,3.29,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Roy_G_Biv.mp3,Roy_G_Biv.mp3,.mp3,3170.71,3.1,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Soma_(Veda_Mix).mp3,Soma_(Veda_Mix).mp3,.mp3,16113.92,15.74,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Meeso_-_Caravan_Instr_414.mp3,Meeso_-_Caravan_Instr_414.mp3,.mp3,6063.28,5.92,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/The_Chalice_of_Reflection__A_Tale_of_Des_2023-10-11.mp3,The_Chalice_of_Reflection__A_Tale_of_Des_2023-10-11.mp3,.mp3,4226.44,4.13,Unknown,Loose_MP3s,2025-09-12,Audio,MP3
Music/Loose_MP3s/Both_Hands.mp3,Both_Hands.mp3,.mp3,1423.64,1.39,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Rise-To-Power - Christoffer-Moe-Ditlevsen.mp3,Rise-To-Power - Christoffer-Moe-Ditlevsen.mp3,.mp3,2509.79,2.45,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_Every_Ending_Is_a_New_Beginning.mp3,Sad_Violin_Music_-_Every_Ending_Is_a_New_Beginning.mp3,.mp3,4488.17,4.38,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Idaho_-_Stayin_Out_All_NightHabits_(_Mashup).mp3,Idaho_-_Stayin_Out_All_NightHabits_(_Mashup).mp3,.mp3,3710.35,3.62,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Dreams.mp3,Dreams.mp3,.mp3,5223.4,5.1,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Doug_Young_-_Love_Yourself_Out_of_the_Woods_Roses_(_Mashup).mp3,Doug_Young_-_Love_Yourself_Out_of_the_Woods_Roses_(_Mashup).mp3,.mp3,4488.85,4.38,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/TESK_-_Snapback.mp3,TESK_-_Snapback.mp3,.mp3,1974.99,1.93,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_The_Approaching_Night_345.mp3,Sad_Violin_Music_-_The_Approaching_Night_345.mp3,.mp3,4488.16,4.38,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Ocean_As_Well.mp3,Ocean_As_Well.mp3,.mp3,13181.25,12.87,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Con_The_Don.mp3,Con_The_Don.mp3,.mp3,205.87,0.2,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/CREPSUCULE.mp3,CREPSUCULE.mp3,.mp3,4981.66,4.86,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Sad_Violin_Music_-_Lost_World_345.mp3,Sad_Violin_Music_-_Lost_World_345.mp3,.mp3,4457.83,4.35,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Jean-Paul_Dessy_&_Seal_Phüric_-_Hype's_Nose_(L'Opium_Du_Peuple).mp3,Jean-Paul_Dessy_&_Seal_Phüric_-_Hype's_Nose_(L'Opium_Du_Peuple).mp3,.mp3,6322.72,6.17,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Live_Blind_Fools.mp3,Live_Blind_Fools.mp3,.mp3,3575.75,3.49,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
"Music/Loose_MP3s/Sad_Violin_Music_-_01just_Cry,_Sad_Violin_Collection.mp3","Sad_Violin_Music_-_01just_Cry,_Sad_Violin_Collection.mp3",.mp3,4145.37,4.05,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Slightly_Stoopid_-_Collie_Man.mp3,Slightly_Stoopid_-_Collie_Man.mp3,.mp3,4260.41,4.16,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Justin-Marcellus_-_Xadagius(Cyberpihnkmix).mp3,Justin-Marcellus_-_Xadagius(Cyberpihnkmix).mp3,.mp3,4650.77,4.54,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Towa_Tei_-_JOHNNY.mp3,Towa_Tei_-_JOHNNY.mp3,.mp3,2879.92,2.81,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/You_Belong_With_Me_-_Taylor_Swift.mp3,You_Belong_With_Me_-_Taylor_Swift.mp3,.mp3,3219.21,3.14,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Somebody_To_Love.mp3,Somebody_To_Love.mp3,.mp3,3355.89,3.28,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/ANANAS.mp3,ANANAS.mp3,.mp3,1802.13,1.76,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/The-Medicine-Box---Your-Mother---Dub-Mix.mp3,The-Medicine-Box---Your-Mother---Dub-Mix.mp3,.mp3,4578.37,4.47,Unknown,Loose_MP3s,2025-05-31,Audio,MP3
Music/Loose_MP3s/Celia_Rose_Gooding_-_Keep_Us_Connected.mp3,Celia_Rose_Gooding_-_Keep_Us_Connected.mp3,.mp3,4324.83,4.22,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Take_My_Breath_Away.mp3,Take_My_Breath_Away.mp3,.mp3,4119.31,4.02,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/In_Session.mp3,In_Session.mp3,.mp3,4579.61,4.47,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Outfoxing_The_Fox.mp3,Outfoxing_The_Fox.mp3,.mp3,1871.74,1.83,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Amyeso_-_Huachua.mp3,Amyeso_-_Huachua.mp3,.mp3,3555.55,3.47,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Jess_Bush_-_I'm_Ready.mp3,Jess_Bush_-_I'm_Ready.mp3,.mp3,2555.01,2.5,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
Music/Loose_MP3s/Zed_Badley_-_Megapolis_(remix).mp3,Zed_Badley_-_Megapolis_(remix).mp3,.mp3,2884.52,2.82,Unknown,Loose_MP3s,2025-11-04,Audio,MP3
